3069010	104163	1
3069010	108337	4
3069010	108350	4
3069010	15533	4
3069010	231006	4
3069010	231026	4
3069010	366711	4
3069010	5403	4
1356440	104542	3
1906995	102155	4
903587977	11452	4
910702403	103896	3
910702403	107380	4
910702403	107766	4
910702403	108414	4
910702403	14147	3
910702403	14205	3
910702403	153	4
910702403	1837	3
910702403	237673	2
910702403	238479	4
910702403	240694	3
910702403	354517	4
910702403	359813	3
910702403	367689	2
910702403	368264	3
910702403	51169070	4
910702403	51190840	3
3344954	100404	4
2967546	240698	1
12320601	106267	4
12320601	12526	4
12320601	230653	4
12320601	5671	3
562854	15579	4
562854	235850	3
2257888	1081	4
22203933	108156	4
12398213	232979	3
475324	11906	4
905430184	241340	4
22740756	103130	3
22740756	103270	2
22740756	105237	4
22740756	109566	4
22740756	11958	2
22740756	1551	4
22740756	20105	4
22740756	2077	4
22740756	241890	4
22740756	242838	4
22740756	3114	4
22740756	5748	4
908111679	368260	3
1811758	109279	4
1811758	241785	4
906216725	351691	4
3012870	105780	4
3012870	108739	4
10138252	106798	4
10138252	2190	3
10138252	230605	4
22113583	101802	4
21504500	100313	4
164882	101499	3
164882	107511	4
164882	12029	3
22738822	238290	3
22738822	242483	3
900188935	105592	3
10001354	100755	4
10001354	107974	4
10001354	109532	4
10001354	232618	1
10001354	236506	3
10001354	236686	3
10001354	240959	4
10001354	242997	3
904476123	50086219	4
10092564	108346	4
10092564	14418	1
10092564	231062	4
10092564	232543	3
10092564	233714	4
2349116	107406	4
2183678	102477	3
2183678	107648	4
2183678	12753	4
2183678	238681	4
1510329	104864	4
21443043	108493	4
21443043	5748	4
22533989	241114	4
22533989	358275	4
900432213	109346	3
900432213	235480	4
900432213	351250	2
906770197	106957	3
3140007	10695	4
3140007	107064	4
3140007	109772	4
3140007	237907	3
3140007	240092	1
906574464	12726	4
2454101	235164	4
21475586	107372	4
21475586	240446	4
12414354	358052	3
903255577	102523	3
903255577	104711	4
903255577	11126	2
904885578	106213	4
904885578	109236	3
901894783	234840	4
901894783	353109	2
901894783	353782	4
901894783	353812	4
901894783	353849	4
900342302	104923	4
900342302	351271	3
904611225	231644	4
12332723	105591	4
12332723	233913	1
903246822	50053280	4
725697	103531	3
903429819	355993	3
22852326	236210	4
911042917	241481	4
3168994	105446	4
904518339	354296	4
134947	45	4
151629	107130	4
900712223	232636	4
906360633	355192	3
902577026	101275	4
22751869	232271	3
12872438	242110	4
12872438	242226	3
12872438	4585	2
12872438	906	3
900212748	109637	4
900212748	4698	4
904599247	101357	3
904599247	101837	3
904599247	102155	4
904599247	102683	4
904599247	106019	4
904599247	106332	4
904599247	11724	3
904599247	12787	4
904599247	14225	4
904599247	15535	3
904599247	230754	4
904599247	231089	3
904599247	231109	1
904599247	231316	3
904599247	232700	4
904599247	232878	4
904599247	233121	4
904599247	233288	2
904599247	233296	4
904599247	241768	3
904599247	242985	3
904599247	354313	4
904599247	362553	3
904599247	367511	3
907979260	50162668	4
908435184	394793	4
12326908	230464	3
12326908	240090	4
1969081	105201	2
22650157	350128	3
902258942	107445	4
903235061	355237	4
752923	103975	4
752923	109106	3
910189623	51143230	4
910189623	51144020	4
910189623	51190620	4
909223063	231745	4
909570446	351874	4
908692260	105274	4
22067098	100988	4
408509	10302	4
1289461	100654	4
1289461	103409	4
1289461	104067	4
1289461	1314	4
1289461	15732	4
1289461	1705	2
1289461	234808	1
1289461	4382	4
1289461	4408	4
1289461	5633	4
1289461	652	2
1289461	72	4
1899589	236684	3
12313014	105575	4
12313014	105576	4
21365346	105202	4
21365346	106469	1
21365346	236220	3
3290561	13233	4
21329591	233385	4
21329591	351260	4
910909839	51169490	3
910909839	5446	4
2665302	101755	3
2665302	101978	4
2665302	10299	2
2665302	103773	3
2665302	105276	3
2665302	105505	2
2665302	105505	3
2665302	106150	4
2665302	106586	4
2665302	106846	4
2665302	107252	4
2665302	107372	4
2665302	107863	4
2665302	108237	3
2665302	108903	4
2665302	108938	3
2665302	14518	3
2665302	231370	3
2665302	232168	3
2665302	240450	4
2665302	242287	3
2665302	2520	2
2665302	5734	4
220704	105484	3
21823274	350561	3
21823274	356833	3
1007075	100685	4
1007075	101153	3
1007075	105682	4
1007075	105794	4
1007075	1269	4
21551719	106058	3
2994686	108931	4
13266930	10060	2
13266930	100670	4
13266930	104927	4
13266930	2076	4
13266930	240443	4
13266930	241167	4
13266930	241175	4
13266930	243212	4
13266930	350927	4
13266930	458	4
20112095	242614	4
10029331	109795	4
10029331	1207111	1
903240806	103062	3
903240806	103994	3
903240806	107810	4
20150306	105142	4
20150306	1253	3
20150306	232481	4
1720891	350897	4
22851182	350934	2
21250527	234143	2
21250527	354970	4
13576794	352093	4
902467726	109139	3
902467726	109139	4
900343573	105913	3
900343573	1751	2
900343573	351889	4
900343573	354329	4
21814914	108169	3
13061137	106324	3
13061137	107199	3
13061137	10905	3
13061137	109395	4
13061137	15118	3
2244791	105026	3
2730869	106516	3
2730869	108418	4
900140298	106153	4
900140298	108849	4
900140298	108856	4
900140298	230931	4
12355038	104597	4
12355038	4111	4
10012258	231094	1
10012258	232800	4
903008450	351871	4
906805385	13549	4
2504507	104124	4
2504507	104169	4
2504507	104566	4
2504507	104945	4
2504507	13377	3
2504507	1585	4
2504507	231152	4
2504507	241227	4
2504507	2709	4
2504507	4974	4
2504507	874	4
906582908	356791	4
21825302	104973	4
21825302	105375	4
21825302	232635	4
483752	235831	4
905117604	106263	4
905117604	1222178	4
905117604	239801	4
905117604	357252	4
907956875	105697	1
907956875	234448	2
1211494	102706	4
1211494	2460	4
1211494	4010	2
900644441	236986	4
900139437	233698	4
900139437	352046	4
21472952	109630	3
902563304	840	4
903755767	231191	3
907455776	102592	4
907455776	108256	4
907455776	108415	4
907455776	241730	3
908946648	236678	3
909728777	51140410	3
1099741	14489	3
2932897	106779	3
2932897	107728	4
2932897	1207271	4
2932897	231591	4
904967365	233843	4
3229231	108492	4
904425209	359317	4
904425209	359334	4
904425209	359351	4
904425209	359389	1
22869229	237295	2
22869229	237295	3
22869229	242627	4
22869229	242981	3
12668623	236766	4
21763564	240559	4
901262346	356569	4
901262346	358329	4
901262346	51124800	4
904165744	356790	2
900130918	352269	4
901940141	108504	4
901940141	242326	4
